id	text	title
989	It is the great extensor muscle of the knee, forming a large fleshy mass which covers the front and sides of the femur .	Quadriceps femoris muscle
990	RMS Titanic was a British passenger liner that sank in the North Atlantic Ocean on 15 April 1912 after colliding with an iceberg during her maiden voyage from Southampton , UK to New York City , US.	RMS Titanic
991	The human leg is the entire lower extremity or limb of the human body , including the foot , thigh and even the hip or gluteal region; however, the precise definition in human anatomy refers only to the section of the lower limb extending from the knee to the ankle .	Human leg
992	A full-size car is a marketing term used in North America for an automobile larger than a mid-size car .	Full-size car
993	Flo is a fictional character who appears in commercials for Progressive Insurance .	Flo (Progressive Insurance)
994	She is played by actress and comedian Stephanie Courtney , and has a fan base on social networks like Facebook .	Flo (Progressive Insurance)
995	Flo debuted in 2008 through television commercials and has since appeared in radio advertisements and web banners .	Flo (Progressive Insurance)
996	As of November 2010, she had appeared in 53 commercials.	Flo (Progressive Insurance)
997	In 1789, Madison became a leader in the new House of Representatives , drafting many basic laws.	James Madison
998	Common hydraulic fluids are based on mineral oil or water.	Hydraulic fluid
999	Mahindra has a huge consumer base in India, China and America and a growing base in Australia.	Mahindra Tractors
1000	The company builds more tractors in India than any other manufacturer, and has the capacity to build 150,000 tractors a year.	Mahindra Tractors
1001	The Petit Le Mans ( French for little Le Mans) is a sports car endurance race held annually at Road Atlanta in Braselton, Georgia , USA.	Petit Le Mans
1002	The American middle class is a social class in the United States .	American middle class
1003	Depending on class model used, the middle class may constitute anywhere from 25% to 66% of households.	American middle class
1004	Constituting roughly 15% to 20% of households is the upper or professional middle class consisting of highly educated, salaried professionals and managers.	American middle class
1005	The tiger salamander (Ambystoma tigrinum) is a species of mole salamander .	Tiger Salamander
1006	A disaster is a natural or man-made (or technological) hazard resulting in an event of substantial extent causing significant physical damage or destruction, loss of life, or drastic change to the environment .	Disaster
1007	Firebird is an open source SQL relational database management system that runs on Linux , Windows , and a variety of Unix .	Firebird (database server)
1008	The database forked from Borland 's open source edition of InterBase in 2000, but since Firebird 1.5 the code has been largely rewritten.	Firebird (database server)
1009	Human immunodeficiency virus (HIV) is a lentivirus (slowly replicating retrovirus ) that causes acquired immunodeficiency syndrome (AIDS), a condition in humans in which progressive failure of the immune system allows life-threatening opportunistic infections and cancers to thrive.	HIV
1010	The Steel Strike of 1919 was an attempt by the weakened Amalgamated Association of Iron, Steel and Tin Workers (the AA) to organize the United States steel industry in the wake of World War I .	Steel strike of 1919
1011	Throughout the Mary Poppins series, which lasted from 1934 to 1988, Mary Shepard was the illustrator and acted as a second author.	Mary Poppins
1012	"Wright later commented that using ""nonsense language"" turned out to be the right development choice, as people were capable of imagining it more realistically than a computer could simulate a real one."	Simlish
1013	"The vas deferens (plural: vasa deferentia), also called ductus deferens ( Latin : ""carrying-away vessel""; plural: ductus deferentes), is part of the male anatomy of many vertebrates ; they transport sperm from the epididymis in anticipation of ejaculation ."	Vas deferens
1014	Vascular ischemia of the toes with characteristic cyanosis .	Ischemia
1015	In medicine , ischemia, also spelled as ischaemia or ischæmia, (; from Greek language ισχαιμία, ischaimía; isch- root denoting a restriction or thinning or to make or grow thin/lean, haema blood ) is a restriction in blood supply to tissues , causing a shortage of oxygen and glucose needed for cellular metabolism (to keep tissue alive).	Ischemia
1016	Ischemia is generally caused by problems with blood vessels , with resultant damage to or dysfunction of tissue.	Ischemia
1017	Humboldt is a city situated along the Neosho River in the southwest part of Allen County , located in southeast Kansas , in the Central United States .	Humboldt, Kansas
1018	The Watergate scandal was a political scandal that occurred in the United States in the 1970s as a result of the June 17, 1972 break-in at the Democratic National Committee headquarters at the Watergate office complex in Washington, D.C., and the Nixon administration's attempted cover-up of its involvement.	Watergate scandal
1019	The scandal eventually led to the resignation of Richard Nixon , the President of the United States, on August 9, 1974 — the only resignation of a U.S. President.	Watergate scandal
1020	Elizabeth Imogene Webber (formerly Lansing and Spencer) is a fictional character on the ABC Daytime soap opera General Hospital .	Elizabeth Webber
1021	Domestically, the administration favored reducing government programs and introduced the largest across-the-board tax cuts in American history.	Presidency of Ronald Reagan
1022	Victory in the Cold War led to a unipolar world with the U.S. as the world's sole superpower.	Presidency of Ronald Reagan
1023	Furthermore, says Henry, the consensus viewpoint agrees that he revived faith in the presidency and American self-confidence, and contributed critically to ending the Cold War .	Presidency of Ronald Reagan
1024	An otoacoustic emission (OAE) is a sound which is generated from within the inner ear .	Otoacoustic emission
1025	CHEP (Commonwealth Handling Equipment Pool) is an international company dealing in pallet and container pooling services, serving customers in a range of industrial and retail supply chains .	CHEP
1026	Victoria Jackson (born August 2, 1959) is an American comedian, actress, satirist, singer and internet blogger best known as a cast member of the NBC television sketch comedy series Saturday Night Live (SNL) from 1986 to 1992.	Victoria Jackson
1027	Postmodern literature is literature characterized by heavy reliance on techniques like fragmentation, paradox, and questionable narrators, and is often (though not exclusively) defined as a style or trend which emerged in the post–World War II era.	Postmodern literature
